policyID,statecode,county,Insu_Amount,Claimed,Allignment,Policy Join Date,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
501405,FL,ST  JOHNS COUNTY,2000000,1534,Type-9,5/7/2012,30.04327,-81.56461,Residential,Wood,4,
989701,FL,ST  JOHNS COUNTY,1000000,2970,Type-10,7/8/2015,30.04327,-81.56461,Residential,Masonry,4,
779882,FL,ST  JOHNS COUNTY,2000000,5499,Type-9,5/21/2014,30.04327,-81.56461,Residential,Wood,4,
891094,FL,ST  JOHNS COUNTY,1000000,2687,Type-10,5/22/2012,30.04327,-81.56461,Residential,Wood,4,
918544,FL,ST  JOHNS COUNTY,2000000,2859,Type-9,6/24/2015,30.04327,-81.56461,Residential,Wood,4,
586838,FL,ST  JOHNS COUNTY,1000000,3370,Type-10,1/26/2019,30.04327,-81.56461,Residential,Wood,4,
159854,FL,ST  JOHNS COUNTY,2000000,9673,Type-9,9/22/2010,30.04327,-81.56461,Residential,Wood,4,
658231,FL,ST  JOHNS COUNTY,1000000,3642,Type-10,9/9/2015,30.04327,-81.56461,Residential,Wood,4,
508110,FL,ST  JOHNS COUNTY,2000000,3909,Type-9,10/14/2014,29.947031,-81.500549,Commercial,Reinforced Concrete,1,
403228,FL,ST  JOHNS COUNTY,1000000,2247,Type-10,7/8/2017,29.947031,-81.500549,Residential,Wood,1,
594354,FL,ST  JOHNS COUNTY,2000000,4708,Type-9,9/26/2010,29.947031,-81.500549,Residential,Wood,1,
210518,FL,ST  JOHNS COUNTY,1000000,7965,Type-10,3/4/2014,29.947031,-81.500549,Residential,Wood,1,
766511,FL,ST  JOHNS COUNTY,2000000,6050,Type-9,3/22/2012,29.947031,-81.500549,Residential,Wood,1,
890294,FL,ST  JOHNS COUNTY,1000000,2715,Type-10,12/29/2013,29.947031,-81.500549,Residential,Wood,1,
213481,FL,ST  JOHNS COUNTY,2000000,5690,Type-9,9/2/2012,29.947031,-81.500549,Residential,Wood,1,
695462,FL,ST  JOHNS COUNTY,1000000,8562,Type-10,4/22/2011,29.973524,-81.522011,Commercial,Reinforced Concrete,1,
927116,FL,ST  JOHNS COUNTY,2000000,7114,Type-9,10/1/2012,29.973524,-81.522011,Residential,Wood,1,
924212,FL,ST  JOHNS COUNTY,1000000,4890,Type-10,4/5/2018,29.973524,-81.522011,Residential,Wood,1,
852064,FL,ST  JOHNS COUNTY,2000000,1970,Type-9,11/13/2015,29.973524,-81.522011,Residential,Wood,1,
664212,FL,ST  JOHNS COUNTY,1000000,7482,Type-10,6/18/2013,29.973524,-81.522011,Residential,Wood,1,
662676,FL,ST  JOHNS COUNTY,2000000,8019,Type-9,7/1/2017,29.973524,-81.522011,Residential,Wood,1,
683665,FL,ST  JOHNS COUNTY,1000000,1602,Type-10,12/12/2014,29.973524,-81.522011,Residential,Wood,1,
376560,FL,ST  JOHNS COUNTY,2000000,4183,Type-9,5/1/2015,29.978281,-81.458618,Residential,Wood,1,
427608,FL,ST  JOHNS COUNTY,1000000,5924,Type-10,4/20/2017,29.970633,-81.535095,Residential,Wood,1,
665613,FL,ST  JOHNS COUNTY,2000000,9866,Type-9,10/15/2016,29.996819,-81.598228,Residential,Wood,1,
393299,FL,ST  JOHNS COUNTY,1000000,5928,Type-10,9/17/2014,29.841192,-81.535446,Residential,Masonry,1,
770045,FL,ST  JOHNS COUNTY,2000000,6676,Type-9,3/8/2020,29.903025,-81.495583,Residential,Masonry,1,
327042,FL,ST  JOHNS COUNTY,1000000,5647,Type-10,10/10/2010,29.9705,-81.5074,Residential,Wood,4,
675862,FL,ST  JOHNS COUNTY,2000000,5186,Type-9,4/23/2019,29.98254,-81.47708,Residential,Masonry,1,
801785,FL,ST  JOHNS COUNTY,1000000,8928,Type-10,4/19/2016,29.992985,-81.471817,Commercial,Reinforced Masonry,1,
609418,FL,ST  JOHNS COUNTY,2000000,2506,Type-9,7/21/2019,29.992985,-81.471817,Residential,Masonry,1,
375036,FL,ST  JOHNS COUNTY,1000000,7317,Type-10,11/28/2010,29.993528,-81.471008,Residential,Masonry,1,
596422,FL,ST  JOHNS COUNTY,2000000,7282,Type-9,9/11/2012,29.992985,-81.471817,Residential,Masonry,1,
658164,FL,ST  JOHNS COUNTY,1000000,6780,Type-10,10/20/2014,29.993528,-81.471008,Residential,Masonry,1,
986262,FL,ST  JOHNS COUNTY,2000000,7606,Type-9,3/17/2011,29.992985,-81.471817,Residential,Wood,1,
943849,FL,ST  JOHNS COUNTY,1000000,6574,Type-10,7/20/2016,29.984695,-81.470253,Residential,Wood,1,
933588,FL,ST  JOHNS COUNTY,2000000,8352,Type-9,10/10/2017,29.992985,-81.471817,Residential,Wood,1,
606258,FL,ST  JOHNS COUNTY,1000000,9706,Type-10,11/4/2016,29.992985,-81.471817,Residential,Wood,1,
589802,FL,ST  JOHNS COUNTY,2000000,6073,Type-9,5/2/2012,30.051327,-81.535179,Residential,Masonry,1,
528400,FL,ST  JOHNS COUNTY,1000000,7403,Type-10,7/31/2010,30.051327,-81.535179,Residential,Wood,1,
718093,FL,ST  JOHNS COUNTY,2000000,5471,Type-9,10/12/2010,30.051327,-81.535179,Residential,Wood,1,
727040,FL,ST  JOHNS COUNTY,1000000,8792,Type-10,5/16/2011,30.051327,-81.535179,Residential,Wood,1,
953534,FL,ST  JOHNS COUNTY,2000000,8401,Type-9,10/15/2016,30.054678,-81.507408,Residential,Masonry,4,
299937,FL,ST  JOHNS COUNTY,1000000,8400,Type-10,9/3/2010,30.054678,-81.507408,Residential,Masonry,4,
167723,FL,ST  JOHNS COUNTY,2000000,4867,Type-9,9/5/2018,30.054678,-81.507408,Residential,Wood,4,
657135,FL,ST  JOHNS COUNTY,1000000,4164,Type-10,11/26/2012,30.054678,-81.507408,Residential,Wood,4,
206044,FL,ST  JOHNS COUNTY,2000000,6258,Type-9,2/25/2016,30.054678,-81.507408,Residential,Masonry,4,
710264,FL,ST  JOHNS COUNTY,1000000,1812,Type-10,11/24/2020,30.054678,-81.507408,Residential,Wood,4,
996566,FL,ST  JOHNS COUNTY,2000000,7265,Type-9,11/21/2018,30.054678,-81.507408,Residential,Masonry,4,
669136,FL,ST  JOHNS COUNTY,1000000,1871,Type-10,5/5/2014,30.054678,-81.507408,Residential,Wood,4,
677947,FL,SUWANNEE COUNTY,2000000,5551,Type-9,3/28/2010,30.21692,-82.804625,Residential,Wood,3,
516454,FL,SUWANNEE COUNTY,1000000,3026,Type-10,10/14/2013,30.1976,-82.8269,Residential,Wood,4,
123859,FL,ST  JOHNS COUNTY,2000000,3411,Type-9,12/1/2016,29.811865,-81.337715,Commercial,Reinforced Masonry,1,
248415,FL,ST  JOHNS COUNTY,1000000,9317,Type-10,8/3/2011,29.811865,-81.337715,Residential,Masonry,1,
958827,FL,ST  JOHNS COUNTY,2000000,3629,Type-9,11/11/2019,29.811865,-81.337715,Commercial,Reinforced Masonry,1,
393324,FL,ST  JOHNS COUNTY,1000000,8076,Type-10,8/17/2020,29.811865,-81.337715,Residential,Wood,1,
415961,FL,ST  JOHNS COUNTY,2000000,6063,Type-9,11/2/2016,29.811865,-81.337715,Residential,Wood,1,
885257,FL,ST  JOHNS COUNTY,1000000,5570,Type-10,6/29/2013,29.811865,-81.337715,Residential,Wood,1,
793227,FL,ST  JOHNS COUNTY,2000000,5848,Type-9,7/14/2020,29.811865,-81.337715,Residential,Masonry,1,
971567,FL,ST  JOHNS COUNTY,1000000,7274,Type-10,8/21/2019,29.811865,-81.337715,Residential,Wood,1,
195562,FL,ST  JOHNS COUNTY,2000000,6904,Type-9,3/28/2017,29.811865,-81.337715,Residential,Wood,1,
220013,FL,ST  JOHNS COUNTY,1000000,4767,Type-10,3/14/2014,29.811865,-81.337715,Residential,Wood,1,
214533,FL,ST  JOHNS COUNTY,2000000,2960,Type-9,5/19/2013,29.811865,-81.337715,Residential,Wood,1,
630518,FL,ST  JOHNS COUNTY,1000000,2292,Type-10,7/29/2020,29.822465,-81.346425,Commercial,Reinforced Concrete,4,
547227,FL,ST  JOHNS COUNTY,2000000,6269,Type-9,3/29/2011,29.822465,-81.346425,Residential,Wood,4,
268608,FL,ST  JOHNS COUNTY,1000000,1517,Type-10,1/2/2020,29.822465,-81.346425,Residential,Wood,4,
427338,FL,ST  JOHNS COUNTY,2000000,4256,Type-9,7/31/2019,29.822465,-81.346425,Residential,Wood,4,
810947,FL,ST  JOHNS COUNTY,1000000,5331,Type-10,6/7/2015,29.822465,-81.346425,Residential,Wood,4,
570960,FL,ST  JOHNS COUNTY,2000000,2184,Type-9,1/15/2020,29.822465,-81.346425,Residential,Wood,4,
719610,FL,ST  JOHNS COUNTY,1000000,3494,Type-10,7/19/2017,29.822465,-81.346425,Residential,Wood,4,
342194,FL,ST  JOHNS COUNTY,2000000,9382,Type-9,12/17/2016,29.822465,-81.346425,Residential,Wood,4,
894790,FL,ST  JOHNS COUNTY,1000000,8970,Type-10,4/14/2018,29.822465,-81.346425,Residential,Wood,4,
946791,FL,ST  JOHNS COUNTY,2000000,3377,Type-9,4/12/2019,29.822465,-81.346425,Residential,Wood,4,
800975,FL,ST  JOHNS COUNTY,1000000,2113,Type-10,10/2/2016,29.822465,-81.346425,Residential,Wood,4,
211065,FL,ST  JOHNS COUNTY,2000000,3392,Type-9,12/18/2018,29.822465,-81.346425,Residential,Wood,4,
349477,FL,ST  JOHNS COUNTY,1000000,7732,Type-10,10/13/2011,29.822465,-81.346425,Residential,Wood,4,
452100,FL,ST  JOHNS COUNTY,2000000,2023,Type-9,7/3/2010,29.822465,-81.346425,Residential,Wood,4,
340300,FL,ST  JOHNS COUNTY,1000000,9742,Type-10,8/16/2016,29.822465,-81.346425,Residential,Wood,4,
268376,FL,ST  JOHNS COUNTY,2000000,5513,Type-9,2/5/2014,29.822465,-81.346425,Residential,Wood,4,
958241,FL,ST  JOHNS COUNTY,1000000,6020,Type-10,6/29/2013,29.822465,-81.346425,Residential,Wood,4,
540993,FL,ST  JOHNS COUNTY,2000000,6027,Type-9,6/7/2016,29.95861,-81.34753,Residential,Wood,1,
272822,FL,ST  JOHNS COUNTY,1000000,2718,Type-10,1/29/2016,30.012608,-81.39328,Residential,Masonry,1,
404015,FL,ST  JOHNS COUNTY,2000000,2094,Type-9,11/13/2014,30.045198,-81.418587,Residential,Wood,1,
985604,FL,ST  JOHNS COUNTY,1000000,3241,Type-10,10/12/2012,30.008625,-81.402267,Commercial,Reinforced Masonry,1,
781066,FL,ST  JOHNS COUNTY,2000000,3861,Type-9,5/11/2020,30.031095,-81.384885,Commercial,Reinforced Masonry,3,
360718,FL,ST  JOHNS COUNTY,1000000,8667,Type-10,8/4/2013,30.03261,-81.386581,Residential,Wood,3,
999732,FL,ST  JOHNS COUNTY,2000000,3308,Type-9,12/25/2014,30.0142,-81.389404,Residential,Wood,1,
596037,FL,ST  JOHNS COUNTY,1000000,2478,Type-10,5/3/2017,30.0142,-81.389404,Residential,Wood,1,
464023,FL,ST  JOHNS COUNTY,2000000,1049,Type-9,6/17/2013,30.0142,-81.389404,Residential,Wood,1,
549331,FL,ST  JOHNS COUNTY,1000000,1546,Type-10,9/16/2010,30.0142,-81.389404,Residential,Wood,1,
798587,FL,ST  JOHNS COUNTY,2000000,2895,Type-9,4/7/2017,30.0142,-81.389404,Residential,Wood,1,
561654,FL,ST  JOHNS COUNTY,1000000,6535,Type-10,1/25/2019,30.01384,-81.391005,Residential,Masonry,1,
504198,FL,ST  JOHNS COUNTY,2000000,3433,Type-9,1/11/2015,30.02103,-81.38432,Residential,Wood,3,
942836,FL,ST  JOHNS COUNTY,1000000,7253,Type-10,9/10/2011,30.02103,-81.38432,Residential,Wood,3,
666050,FL,ST  JOHNS COUNTY,2000000,9249,Type-9,4/20/2017,30.02103,-81.38432,Residential,Wood,3,
895607,FL,ST  JOHNS COUNTY,1000000,6224,Type-10,7/31/2018,30.02103,-81.38432,Residential,Wood,3,
832689,FL,ST  JOHNS COUNTY,2000000,4407,Type-9,10/23/2019,30.01061,-81.38249,Residential,Wood,3,
278236,FL,ST  JOHNS COUNTY,1000000,4615,Type-10,10/14/2018,30.01061,-81.38249,Residential,Wood,3,
613343,FL,ST  JOHNS COUNTY,2000000,7515,Type-9,12/12/2014,30.01061,-81.38249,Residential,Wood,3,
730314,FL,ST  JOHNS COUNTY,1000000,5153,Type-10,12/2/2015,30.021275,-81.380765,Residential,Wood,4,
700074,FL,ST  JOHNS COUNTY,2000000,5530,Type-9,9/8/2019,30.0095,-81.3921,Residential,Masonry,4,
610022,FL,ST  JOHNS COUNTY,1000000,7582,Type-10,4/29/2014,30.0095,-81.3921,Residential,Wood,4,
306242,FL,ST  JOHNS COUNTY,2000000,4781,Type-9,10/14/2015,29.802456,-81.320549,Residential,Masonry,1,
982591,FL,ST  JOHNS COUNTY,1000000,4203,Type-10,11/11/2015,29.95132,-81.33211,Residential,Wood,1,
863659,FL,ST  JOHNS COUNTY,2000000,5070,Type-9,10/19/2019,29.802456,-81.320549,Residential,Wood,1,
631586,FL,ST  JOHNS COUNTY,1000000,4796,Type-10,8/2/2010,29.802456,-81.320549,Residential,Masonry,1,
839176,FL,ST  JOHNS COUNTY,2000000,5339,Type-9,7/14/2016,29.802456,-81.320549,Residential,Masonry,1,
336869,FL,ST  JOHNS COUNTY,1000000,1919,Type-10,6/22/2020,29.802456,-81.320549,Residential,Masonry,1,
785489,FL,ST  JOHNS COUNTY,2000000,4944,Type-9,3/19/2014,29.802456,-81.320549,Residential,Wood,1,
439322,FL,ST  JOHNS COUNTY,1000000,3275,Type-10,1/31/2018,29.968107,-81.344147,Residential,Masonry,1,
572604,FL,ST  JOHNS COUNTY,2000000,5526,Type-9,6/13/2013,29.97043,-81.35315,Residential,Masonry,1,
655053,FL,ST  JOHNS COUNTY,1000000,2832,Type-10,4/17/2016,29.96825,-81.344368,Residential,Masonry,1,
855888,FL,ST  JOHNS COUNTY,2000000,8672,Type-9,6/3/2013,29.968393,-81.344597,Residential,Masonry,1,
262277,FL,ST  JOHNS COUNTY,1000000,5988,Type-10,11/16/2020,29.953365,-81.342766,Residential,Masonry,1,
688520,FL,ST  JOHNS COUNTY,2000000,2851,Type-9,12/23/2010,29.953365,-81.342766,Residential,Masonry,1,
160892,FL,ST  JOHNS COUNTY,1000000,4368,Type-10,10/11/2013,29.953365,-81.342766,Residential,Masonry,1,
892209,FL,ST  JOHNS COUNTY,2000000,3932,Type-9,4/15/2016,29.95103,-81.340225,Residential,Masonry,1,
803278,FL,ST  JOHNS COUNTY,1000000,6159,Type-10,7/29/2012,29.95103,-81.340225,Residential,Masonry,1,
644349,FL,ST  JOHNS COUNTY,2000000,9467,Type-9,9/11/2019,29.95103,-81.340225,Residential,Masonry,1,
867706,FL,ST  JOHNS COUNTY,1000000,1776,Type-10,3/31/2020,29.95103,-81.340225,Residential,Masonry,1,
283980,FL,ST  JOHNS COUNTY,2000000,5573,Type-9,7/9/2013,29.954424,-81.33532,Residential,Masonry,1,
165110,FL,HAMILTON COUNTY,1000000,6758,Type-10,1/27/2016,30.329823,-82.75695,Residential,Wood,1,
487759,FL,HAMILTON COUNTY,2000000,6534,Type-9,4/25/2015,30.344585,-82.753355,Residential,Wood,3,
330577,FL,HAMILTON COUNTY,1000000,4423,Type-10,2/16/2018,30.39699,-82.855395,Residential,Wood,3,
243415,FL,HAMILTON COUNTY,2000000,9920,Type-9,12/22/2010,30.337524,-82.745621,Residential,Wood,1,
145681,FL,HAMILTON COUNTY,1000000,6284,Type-10,10/9/2017,30.33055,-82.75794,Residential,Wood,3,
552494,FL,HAMILTON COUNTY,2000000,8124,Type-9,10/2/2019,30.3683,-82.7515,Residential,Wood,1,
427835,FL,NASSAU COUNTY,1000000,9356,Type-10,9/30/2018,30.628055,-81.55991,Residential,Masonry,3,
833066,FL,NASSAU COUNTY,2000000,7042,Type-9,5/20/2014,30.628055,-81.55991,Residential,Wood,3,
513513,FL,NASSAU COUNTY,1000000,2077,Type-10,11/24/2015,30.628096,-81.555115,Commercial,Reinforced Concrete,3,
653751,FL,NASSAU COUNTY,2000000,9807,Type-9,6/13/2013,30.629881,-81.603287,Residential,Wood,1,
970852,FL,NASSAU COUNTY,1000000,9518,Type-10,4/23/2017,30.62224,-81.52914,Residential,Masonry,1,
851371,FL,NASSAU COUNTY,2000000,6609,Type-9,7/9/2017,30.612535,-81.630275,Residential,Masonry,4,
371816,FL,NASSAU COUNTY,1000000,9884,Type-10,6/9/2017,30.623236,-81.635506,Residential,Masonry,3,
717931,FL,NASSAU COUNTY,2000000,1858,Type-9,2/4/2014,30.623236,-81.635506,Residential,Wood,3,
160596,FL,NASSAU COUNTY,1000000,7168,Type-10,2/2/2018,30.6179,-81.6394,Commercial,Reinforced Masonry,4,
751786,FL,NASSAU COUNTY,2000000,3406,Type-9,12/28/2014,30.6437,-81.6049,Residential,Wood,4,
128061,FL,NASSAU COUNTY,1000000,5357,Type-10,4/19/2015,30.611267,-81.624535,Residential,Wood,1,
700270,FL,NASSAU COUNTY,2000000,2689,Type-9,6/8/2020,30.623236,-81.635506,Residential,Wood,3,
245124,FL,NASSAU COUNTY,1000000,5900,Type-10,1/13/2016,30.623236,-81.635506,Residential,Wood,3,
444706,FL,NASSAU COUNTY,2000000,8440,Type-9,4/3/2014,30.634159,-81.604462,Residential,Masonry,1,
443526,FL,NASSAU COUNTY,1000000,1881,Type-10,2/6/2015,30.626427,-81.536522,Commercial,Reinforced Masonry,4,
998224,FL,NASSAU COUNTY,2000000,6055,Type-9,2/8/2018,30.628075,-81.554298,Commercial,Reinforced Concrete,3,
960757,FL,NASSAU COUNTY,1000000,8526,Type-10,10/3/2013,30.6437,-81.6049,Residential,Masonry,4,
727389,FL,NASSAU COUNTY,2000000,5565,Type-9,2/1/2020,30.624624,-81.544579,Residential,Masonry,3,
873299,FL,NASSAU COUNTY,1000000,4120,Type-10,3/15/2012,30.627899,-81.553612,Commercial,Reinforced Masonry,3,
881157,FL,NASSAU COUNTY,2000000,6542,Type-9,5/6/2017,30.623301,-81.536659,Residential,Wood,3,
453935,FL,NASSAU COUNTY,1000000,2554,Type-10,8/8/2018,30.599669,-81.666603,Residential,Masonry,1,
313002,FL,DUVAL COUNTY,2000000,8579,Type-9,1/30/2011,30.3392,-81.7709,Residential,Wood,4,
289820,FL,DUVAL COUNTY,1000000,5158,Type-10,5/5/2019,30.245523,-81.62899,Residential,Wood,4,
844263,FL,DUVAL COUNTY,2000000,5342,Type-9,10/15/2016,30.36504,-81.556931,Residential,Masonry,4,
943277,FL,DUVAL COUNTY,1000000,8714,Type-10,5/30/2020,30.36504,-81.556931,Residential,Masonry,4,
411984,FL,DUVAL COUNTY,2000000,6234,Type-9,11/8/2019,30.486425,-81.6794,Commercial,Reinforced Masonry,4,
277436,FL,DUVAL COUNTY,1000000,7069,Type-10,5/29/2011,30.486425,-81.6794,Residential,Masonry,4,
461765,FL,DUVAL COUNTY,2000000,5944,Type-9,1/27/2014,30.334684,-81.667236,Residential,Masonry,4,
643484,FL,DUVAL COUNTY,1000000,7693,Type-10,10/27/2019,30.19574,-81.56908,Residential,Wood,4,
758811,FL,DUVAL COUNTY,2000000,4179,Type-9,2/27/2020,30.3392,-81.7709,Residential,Masonry,4,
805255,FL,DUVAL COUNTY,1000000,2946,Type-10,4/19/2017,30.22054,-81.559019,Residential,Masonry,4,
870206,FL,DUVAL COUNTY,2000000,9433,Type-9,7/15/2020,30.140963,-81.533152,Commercial,Reinforced Masonry,4,
935677,FL,DUVAL COUNTY,1000000,5755,Type-10,9/10/2010,30.140963,-81.533152,Residential,Wood,4,
586078,FL,DUVAL COUNTY,2000000,3269,Type-9,8/26/2019,30.140963,-81.533152,Residential,Wood,4,
896829,FL,DUVAL COUNTY,1000000,6523,Type-10,10/24/2017,30.140962,-81.533128,Commercial,Steel Frame,4,
982848,FL,DUVAL COUNTY,2000000,9251,Type-9,3/22/2019,30.140962,-81.533128,Residential,Wood,4,
740295,FL,DUVAL COUNTY,1000000,8412,Type-10,7/23/2013,30.140962,-81.533128,Commercial,Reinforced Masonry,4,
100141,FL,DUVAL COUNTY,2000000,3400,Type-9,4/29/2017,30.140441,-81.523513,Residential,Masonry,4,
833818,FL,DUVAL COUNTY,1000000,6093,Type-10,5/15/2014,30.336239,-81.523315,Residential,Wood,4,
667865,FL,DUVAL COUNTY,2000000,5013,Type-9,3/26/2017,30.336239,-81.523315,Residential,Wood,4,
708885,FL,DUVAL COUNTY,1000000,3986,Type-10,12/15/2014,30.336239,-81.523315,Residential,Wood,4,
950607,FL,DUVAL COUNTY,2000000,5343,Type-9,11/20/2012,30.24992,-81.5525,Residential,Masonry,4,
913315,FL,LAKE COUNTY,1000000,6417,Type-10,11/7/2015,29.16476,-81.549945,Residential,Wood,4,
364546,FL,LAKE COUNTY,2000000,7603,Type-9,3/16/2016,29.16147,-81.635239,Residential,Wood,1,
283068,FL,VOLUSIA COUNTY,1000000,1168,Type-10,5/28/2012,29.1869,-81.4211,Residential,Masonry,1,
946537,FL,VOLUSIA COUNTY,2000000,6591,Type-9,3/13/2018,29.1869,-81.4211,Residential,Wood,1,
555590,FL,FLAGLER COUNTY,1000000,1058,Type-10,8/25/2011,29.469646,-81.259552,Residential,Wood,1,
698118,FL,FLAGLER COUNTY,2000000,3196,Type-9,9/8/2010,29.48208,-81.351645,Commercial,Reinforced Concrete,3,
667609,FL,FLAGLER COUNTY,1000000,4136,Type-10,7/11/2015,29.46844,-81.25565,Residential,Masonry,1,
458103,FL,FLAGLER COUNTY,2000000,8056,Type-9,9/9/2011,29.471073,-81.265549,Residential,Masonry,4,
667939,FL,FLAGLER COUNTY,1000000,9991,Type-10,1/2/2012,29.465355,-81.25805,Residential,Wood,3,
952149,FL,FLAGLER COUNTY,2000000,5986,Type-9,7/18/2011,29.46676,-81.25705,Residential,Wood,1,
124100,FL,FLAGLER COUNTY,1000000,3010,Type-10,3/14/2010,29.47195,-81.2457,Residential,Wood,3,
455522,FL,FLAGLER COUNTY,2000000,4969,Type-9,10/12/2017,29.492002,-81.265229,Residential,Masonry,1,
519259,FL,FLAGLER COUNTY,1000000,9387,Type-10,10/6/2015,29.492002,-81.265229,Residential,Wood,1,
413009,FL,FLAGLER COUNTY,2000000,1501,Type-9,7/4/2019,29.492002,-81.265229,Residential,Wood,1,
507702,FL,FLAGLER COUNTY,1000000,4348,Type-10,4/21/2020,29.404701,-81.195427,Residential,Wood,1,
298283,FL,FLAGLER COUNTY,2000000,5166,Type-9,3/24/2018,29.404701,-81.195427,Residential,Wood,1,
928851,FL,FLAGLER COUNTY,1000000,3319,Type-10,3/12/2011,29.423797,-81.369699,Residential,Wood,3,
904303,FL,FLAGLER COUNTY,2000000,5705,Type-9,8/19/2017,29.417181,-81.232834,Residential,Wood,3,
840987,FL,FLAGLER COUNTY,1000000,9021,Type-10,10/9/2016,29.463259,-81.252769,Residential,Masonry,1,
822182,FL,FLAGLER COUNTY,2000000,2761,Type-9,12/3/2017,29.484499,-81.27578,Residential,Wood,3,
158494,FL,FLAGLER COUNTY,1000000,2858,Type-10,9/26/2014,29.484499,-81.27578,Residential,Wood,3,
939043,FL,FLAGLER COUNTY,2000000,6566,Type-9,6/18/2012,29.484499,-81.27578,Residential,Wood,3,
269951,FL,FLAGLER COUNTY,1000000,2536,Type-10,2/17/2011,29.484499,-81.27578,Residential,Wood,3,
271453,FL,FLAGLER COUNTY,2000000,4700,Type-9,6/22/2017,29.484499,-81.27578,Residential,Masonry,3,
267229,FL,FLAGLER COUNTY,1000000,8103,Type-10,3/7/2011,29.487148,-81.278549,Residential,Masonry,1,
233553,FL,FLAGLER COUNTY,2000000,1232,Type-9,11/29/2017,29.487148,-81.278549,Residential,Wood,1,
968849,FL,FLAGLER COUNTY,1000000,4155,Type-10,5/14/2015,29.454208,-81.257484,Commercial,Reinforced Masonry,1,
791144,FL,FLAGLER COUNTY,2000000,6111,Type-9,2/4/2010,29.454208,-81.257484,Residential,Wood,1,
789006,FL,FLAGLER COUNTY,1000000,7692,Type-10,11/9/2012,29.48169,-81.268365,Residential,Wood,3,
314982,FL,FLAGLER COUNTY,2000000,3558,Type-9,3/14/2014,29.492002,-81.265229,Residential,Masonry,1,
525972,FL,FLAGLER COUNTY,1000000,5513,Type-10,11/3/2011,29.4686,-81.318365,Residential,Wood,3,
256609,FL,FLAGLER COUNTY,2000000,2344,Type-9,5/16/2019,29.4751,-81.3236,Residential,Masonry,4,
149254,FL,FLAGLER COUNTY,1000000,4358,Type-10,2/29/2020,29.487148,-81.278549,Residential,Wood,1,
588362,FL,FLAGLER COUNTY,2000000,3271,Type-9,3/7/2018,29.47427,-81.249405,Residential,Wood,1,
886323,FL,FLAGLER COUNTY,1000000,4884,Type-10,7/13/2011,29.456858,-81.259514,Residential,Wood,3,
725566,FL,FLAGLER COUNTY,2000000,4485,Type-9,5/19/2013,29.47195,-81.2457,Commercial,Reinforced Concrete,3,
858672,FL,FLAGLER COUNTY,1000000,2689,Type-10,10/9/2016,29.47195,-81.2457,Commercial,Steel Frame,3,
308552,FL,FLAGLER COUNTY,2000000,8322,Type-9,6/17/2020,29.476055,-81.247009,Residential,Masonry,1,
375146,FL,FLAGLER COUNTY,1000000,5784,Type-10,11/8/2014,29.492002,-81.265229,Commercial,Reinforced Masonry,1,
658781,FL,FLAGLER COUNTY,2000000,7974,Type-9,3/1/2015,29.4741,-81.248619,Residential,Masonry,3,
740457,FL,FLAGLER COUNTY,1000000,7881,Type-10,9/27/2016,29.4741,-81.248619,Residential,Masonry,3,
966762,FL,FLAGLER COUNTY,2000000,6168,Type-9,10/3/2019,29.46566,-81.265205,Residential,Wood,1,
443847,FL,FLAGLER COUNTY,1000000,2897,Type-10,8/24/2018,29.4623,-81.259505,Residential,Wood,3,
262754,FL,FLAGLER COUNTY,2000000,5811,Type-9,6/15/2010,29.465675,-81.265205,Residential,Wood,1,
916252,FL,FLAGLER COUNTY,1000000,6987,Type-10,3/18/2019,29.465675,-81.265205,Residential,Wood,1,
823033,FL,FLAGLER COUNTY,2000000,6465,Type-9,1/6/2016,29.4741,-81.248619,Residential,Wood,3,
882443,FL,FLAGLER COUNTY,1000000,9934,Type-10,6/16/2018,29.4751,-81.3236,Residential,Wood,4,
524157,FL,FLAGLER COUNTY,2000000,9959,Type-9,11/23/2015,29.4751,-81.3236,Residential,Wood,4,
580392,FL,FLAGLER COUNTY,1000000,2562,Type-10,2/22/2017,29.530918,-81.263725,Residential,Masonry,1,
916069,FL,PUTNAM COUNTY,2000000,1500,Type-9,12/4/2015,29.42329,-81.51239,Residential,Wood,1,
628685,FL,PUTNAM COUNTY,1000000,7446,Type-10,7/21/2016,29.42566,-81.51062,Residential,Wood,1,
993121,FL,PUTNAM COUNTY,2000000,5281,Type-9,6/29/2018,29.42554,-81.51108,Residential,Wood,1,
783017,FL,PUTNAM COUNTY,1000000,2107,Type-10,11/30/2020,29.42428,-81.51337,Residential,Wood,1,
572675,FL,PUTNAM COUNTY,2000000,8530,Type-9,4/30/2015,29.42428,-81.51337,Residential,Wood,1,
319379,FL,PUTNAM COUNTY,1000000,9445,Type-10,11/20/2017,29.428774,-81.510368,Residential,Wood,1,
620961,FL,PUTNAM COUNTY,2000000,5113,Type-9,9/16/2019,29.428938,-81.507851,Residential,Wood,3,
621225,FL,PUTNAM COUNTY,1000000,8134,Type-10,7/1/2011,29.41593,-81.512459,Commercial,Reinforced Masonry,1,
833995,FL,PUTNAM COUNTY,2000000,8666,Type-9,5/27/2010,29.437683,-81.510559,Residential,Wood,3,
406410,FL,PUTNAM COUNTY,1000000,2054,Type-10,1/23/2019,29.41593,-81.512459,Residential,Wood,1,
747212,FL,PUTNAM COUNTY,2000000,9293,Type-9,1/31/2015,29.4342,-81.5767,Residential,Wood,4,
